0,1,15,15
1,1,9,10
2,1,24,66
3,1,65,189
4,1,24,352
5,1,19,425
6,1,0,487
7,1,0,462
0,2,15,15
1,2,6,17
2,2,26,109
3,2,41,275
4,2,6,812
5,2,31,568
6,2,0,604
7,2,0,462
0,3,15,15
1,3,11,27
2,3,23,84
3,3,14,382
4,3,4,709
5,3,27,562
6,3,0,703
7,3,0,357
