0,1,15,15
1,1,20,10
2,1,176,186
3,1,446,318
4,1,415,183
5,1,667,256
6,1,770,189
7,1,407,92
0,2,15,15
1,2,5,6
2,2,33,39
3,2,375,67
4,2,378,120
5,2,418,60
6,2,364,47
7,2,185,60
0,3,15,15
1,3,29,29
2,3,241,106
3,3,398,160
4,3,529,46
5,3,803,165
6,3,530,113
7,3,801,204
