0,1,15,15
1,1,10,23
2,1,61,180
3,1,104,403
4,1,106,615
5,1,7,956
6,1,0,704
7,1,0,1096
0,2,15,15
1,2,4,19
2,2,78,254
3,2,68,406
4,2,145,557
5,2,0,899
6,2,0,400
7,2,0,1190
0,3,15,15
1,3,7,21
2,3,39,148
3,3,128,253
4,3,165,467
5,3,44,639
6,3,0,497
7,3,0,956
