1,1,17
2,1,148
3,1,445
4,1,604
5,1,335
6,1,407
7,1,631
1,2,21
2,2,13
3,2,20
4,2,131
5,2,231
6,2,412
7,2,685
1,3,25
2,3,179
3,3,506
4,3,462
5,3,489
6,3,526
7,3,840
