0,1,30
1,1,6
2,1,18
3,1,43
4,1,79
5,1,282
6,1,370
7,1,754
0,2,30
1,2,5
2,2,23
3,2,25
4,2,82
5,2,226
6,2,408
7,2,658
0,3,30
1,3,3
2,3,10
3,3,20
4,3,89
5,3,232
6,3,380
7,3,804
